#,Visible?,Starred?,Identified Proteins (1591),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,5848 - #1 - Exp,5848 - #2 - Exp,5848 - #3 - Exp,5848 - #4 - Exp
884,TRUE,Empty,U1 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=1,tr|M0R221|M0R221_HUMAN,,16 kDa,TRUE,unknown,0,0,2,4
885,TRUE,Empty,Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1,sp|Q9BW27|NUP85_HUMAN,,75 kDa,,unknown,0,2,0,5
887,TRUE,Empty,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,sp|Q8TDN6|BRX1_HUMAN,,41 kDa,,unknown,0,0,2,7
888,TRUE,Empty,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,sp|P50914|RL14_HUMAN,,23 kDa,,unknown,0,0,1,7
891,TRUE,Empty,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,sp|Q15075|EEA1_HUMAN,,162 kDa,,unknown,0,7,0,0
894,TRUE,Empty,RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3,sp|Q9NW13|RBM28_HUMAN,,86 kDa,,unknown,0,0,1,7
895,TRUE,Empty,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=1,tr|A0A5F9ZHC5|A0A5F9ZHC5_HUMAN,,30 kDa,TRUE,unknown,0,5,0,1
898,TRUE,Empty,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2,sp|P01024|CO3_HUMAN,,187 kDa,,unknown,0,0,0,6
901,TRUE,Empty,*REV*Collagen alpha-2(XI) chain OS=Homo sapiens OX=9606 GN=COL11A2 PE=1 SV=5,r-sp|P13942|COBA2_HUMAN,,172 kDa,TRUE,unknown,0,5,0,0
904,TRUE,Empty,ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,sp|Q8TDD1|DDX54_HUMAN,,99 kDa,,unknown,0,0,0,4
906,TRUE,Empty,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,sp|P13667|PDIA4_HUMAN (+1),,73 kDa,,unknown,0,7,0,0
907,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,sp|O75822|EIF3J_HUMAN,,29 kDa,,unknown,0,8,0,0
908,TRUE,Empty,Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,sp|P40763|STAT3_HUMAN,,88 kDa,,unknown,0,7,0,0
929,TRUE,Empty,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,sp|P46977|STT3A_HUMAN,,81 kDa,,unknown,0,3,1,4
936,TRUE,Empty,DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2,sp|P49916|DNLI3_HUMAN,,113 kDa,,unknown,0,0,2,3
938,TRUE,Empty,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3",sp|Q96EY7|PTCD3_HUMAN,,79 kDa,,unknown,0,2,0,3
939,TRUE,Empty,Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2,sp|Q9P258|RCC2_HUMAN,,56 kDa,,unknown,0,0,6,1
942,TRUE,Empty,Zinc finger protein 512 OS=Homo sapiens OX=9606 GN=ZNF512 PE=1 SV=2,sp|Q96ME7|ZN512_HUMAN (+1),,65 kDa,,unknown,0,0,2,3
943,TRUE,Empty,Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4,sp|Q9BZJ0|CRNL1_HUMAN (+1),,100 kDa,,unknown,0,0,2,4
952,TRUE,Empty,Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2,sp|O75400|PR40A_HUMAN,,109 kDa,,unknown,0,0,5,3
957,TRUE,Empty,Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5,sp|Q14807|KIF22_HUMAN,,73 kDa,,unknown,0,0,1,4
958,TRUE,Empty,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,sp|Q16658|FSCN1_HUMAN,,55 kDa,,unknown,0,7,0,1
959,TRUE,Empty,60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2,sp|P62910|RL32_HUMAN (+1),,16 kDa,,unknown,0,0,1,6
960,TRUE,Empty,Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1,sp|O00422|SAP18_HUMAN,,18 kDa,,unknown,0,0,1,5
963,TRUE,Empty,Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4,sp|Q01130|SRSF2_HUMAN (+1),,25 kDa,,unknown,0,0,1,6
964,TRUE,Empty,*REV*Collagen alpha-3(V) chain OS=Homo sapiens OX=9606 GN=COL5A3 PE=1 SV=3,r-sp|P25940|CO5A3_HUMAN,,172 kDa,,unknown,0,5,0,0
965,TRUE,Empty,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,sp|Q7Z6Z7|HUWE1_HUMAN,,482 kDa,TRUE,unknown,0,6,0,0
966,TRUE,Empty,Cyclin-dependent kinase 6 OS=Homo sapiens OX=9606 GN=CDK6 PE=1 SV=1,sp|Q00534|CDK6_HUMAN,,37 kDa,TRUE,unknown,0,2,0,0
967,TRUE,Empty,Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1,tr|A0A2R8Y5C3|A0A2R8Y5C3_HUMAN (+1),,81 kDa,TRUE,unknown,0,0,0,3
969,TRUE,Empty,Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,sp|Q14739|LBR_HUMAN,,71 kDa,,unknown,0,0,0,7
971,TRUE,Empty,Peroxynitrite isomerase THAP4 OS=Homo sapiens OX=9606 GN=THAP4 PE=1 SV=2,sp|Q8WY91|THAP4_HUMAN,,63 kDa,,unknown,0,0,0,7
975,TRUE,Empty,Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2,sp|O60610|DIAP1_HUMAN (+4),,141 kDa,TRUE,unknown,0,7,0,0
976,TRUE,Empty,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3,sp|O43488|ARK72_HUMAN,,40 kDa,TRUE,unknown,0,5,0,0
977,TRUE,Empty,ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,sp|Q86XP3|DDX42_HUMAN,,103 kDa,,unknown,0,0,8,0
978,TRUE,Empty,Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,sp|Q9H7Z7|PGES2_HUMAN,,42 kDa,,unknown,0,7,0,0
979,TRUE,Empty,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3,sp|Q9Y6C2|EMIL1_HUMAN,,107 kDa,,unknown,0,0,0,7
980,TRUE,Empty,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,sp|Q08170|SRSF4_HUMAN,,57 kDa,TRUE,unknown,0,0,0,2
993,TRUE,Empty,Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2,sp|O75477|ERLN1_HUMAN,,39 kDa,TRUE,unknown,0,1,1,5
999,TRUE,Empty,Protein polybromo-1 OS=Homo sapiens OX=9606 GN=PBRM1 PE=1 SV=1,sp|Q86U86|PB1_HUMAN (+1),,193 kDa,,unknown,0,0,3,2
1003,TRUE,Empty,Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2,sp|Q9NRL2|BAZ1A_HUMAN,,179 kDa,TRUE,unknown,0,0,1,6
1006,TRUE,Empty,Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,sp|Q92973|TNPO1_HUMAN,,102 kDa,,unknown,0,4,0,1
1011,TRUE,Empty,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,sp|P46087|NOP2_HUMAN,,89 kDa,,unknown,0,0,1,6
1012,TRUE,Empty,Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=3,sp|Q9Y2R4|DDX52_HUMAN,,68 kDa,,unknown,0,0,1,6
1015,TRUE,Empty,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",sp|P36542|ATPG_HUMAN,,33 kDa,,unknown,0,1,0,5
1017,TRUE,Empty,*REV*Collagen alpha-1(XI) chain OS=Homo sapiens OX=9606 GN=COL11A1 PE=1 SV=4,r-sp|P12107|COBA1_HUMAN,,181 kDa,TRUE,unknown,0,3,0,0
1018,TRUE,Empty,Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3,sp|Q96GD4|AURKB_HUMAN,,39 kDa,,unknown,0,0,0,7
1019,TRUE,Empty,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",sp|P17858|PFKAL_HUMAN,,85 kDa,TRUE,unknown,0,4,0,0
1020,TRUE,Empty,E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,tr|A0A6Q8PGG9|A0A6Q8PGG9_HUMAN (+1),,229 kDa,,unknown,0,0,0,6
1021,TRUE,Empty,*REV*Zinc finger homeobox protein 2 OS=Homo sapiens OX=9606 GN=ZFHX2 PE=1 SV=3,r-sp|Q9C0A1|ZFHX2_HUMAN,,274 kDa,,unknown,0,3,0,0
1022,TRUE,Empty,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=2",tr|E9PF18|E9PF18_HUMAN,,42 kDa,,unknown,0,4,0,0
1026,TRUE,Empty,Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,sp|Q16543|CDC37_HUMAN,,44 kDa,,unknown,0,5,0,0
1027,TRUE,Empty,*REV*Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,r-sp|Q9UHB9|SRP68_HUMAN,,71 kDa,,unknown,0,0,0,4
1028,TRUE,Empty,60S ribosomal protein L3-like OS=Homo sapiens OX=9606 GN=RPL3L PE=2 SV=3,sp|Q92901|RL3L_HUMAN,,46 kDa,TRUE,unknown,0,0,0,2
1030,TRUE,Empty,Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2,sp|Q13617|CUL2_HUMAN (+1),,87 kDa,,unknown,0,2,0,0
1034,TRUE,Empty,Zinc transporter SLC39A7 OS=Homo sapiens OX=9606 GN=SLC39A7 PE=1 SV=2,sp|Q92504|S39A7_HUMAN,,50 kDa,,unknown,0,0,0,6
1039,TRUE,Empty,Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,sp|O00267|SPT5H_HUMAN,,121 kDa,,unknown,0,2,3,1
1048,TRUE,Empty,*REV*Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4,r-sp|P35555|FBN1_HUMAN,,312 kDa,,unknown,0,2,0,0
1057,TRUE,Empty,Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2,sp|Q9HCS7|SYF1_HUMAN,,100 kDa,,unknown,0,0,2,3
1058,TRUE,Empty,Collagen alpha-4(IV) chain OS=Homo sapiens OX=9606 GN=COL4A4 PE=1 SV=3,sp|P53420|CO4A4_HUMAN,,164 kDa,,unknown,0,2,0,0
1059,TRUE,Empty,Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2,sp|Q7Z3K3|POGZ_HUMAN,,155 kDa,,unknown,0,0,2,3
1062,TRUE,Empty,Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,sp|Q8WYA6|CTBL1_HUMAN (+1),,65 kDa,,unknown,0,0,1,4
1070,TRUE,Empty,C-terminal-binding protein 2 OS=Homo sapiens OX=9606 GN=CTBP2 PE=1 SV=1,sp|P56545|CTBP2_HUMAN,,49 kDa,,unknown,0,0,3,3
1071,TRUE,Empty,RNA-binding protein 12B OS=Homo sapiens OX=9606 GN=RBM12B PE=1 SV=2,tr|B9ZVT1|B9ZVT1_HUMAN,,103 kDa,,unknown,0,0,2,2
1077,TRUE,Empty,Sigma intracellular receptor 2 OS=Homo sapiens OX=9606 GN=TMEM97 PE=1 SV=1,sp|Q5BJF2|SGMR2_HUMAN,,21 kDa,,unknown,0,0,2,4
1079,TRUE,Empty,Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,sp|Q01780|EXOSX_HUMAN,,101 kDa,,unknown,0,0,3,2
1081,TRUE,Empty,Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1,sp|P50402|EMD_HUMAN,,29 kDa,,unknown,0,0,2,3
1082,TRUE,Empty,YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1,sp|Q9BYJ9|YTHD1_HUMAN,,61 kDa,TRUE,unknown,0,0,1,2
1083,TRUE,Empty,Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1,sp|Q99829|CPNE1_HUMAN (+2),,59 kDa,,unknown,0,0,2,4
1088,TRUE,Empty,Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1,sp|Q5C9Z4|NOM1_HUMAN,,96 kDa,,unknown,0,0,0,5
1089,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1,sp|Q8WVV9|HNRLL_HUMAN (+3),,60 kDa,TRUE,unknown,0,0,1,2
1090,TRUE,Empty,Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,sp|Q9UNF1|MAGD2_HUMAN,,65 kDa,,unknown,0,4,0,1
1094,TRUE,Empty,BK channel OS=Homo sapiens OX=9606 GN=KCNMA1 PE=1 SV=1,tr|A0A1W2PNW6|A0A1W2PNW6_HUMAN (+3),,137 kDa,TRUE,unknown,0,3,0,0
1096,TRUE,Empty,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4,sp|P52948|NUP98_HUMAN,,198 kDa,,unknown,0,0,0,3
1100,TRUE,Empty,Armadillo repeat-containing X-linked protein 1 OS=Homo sapiens OX=9606 GN=ARMCX1 PE=1 SV=1,sp|Q9P291|ARMX1_HUMAN,,49 kDa,,unknown,0,0,0,2
1102,TRUE,Empty,*REV*Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7,r-sp|P08123|CO1A2_HUMAN (+1),,129 kDa,,unknown,0,3,0,0
1104,TRUE,Empty,Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2,sp|Q99661|KIF2C_HUMAN,,81 kDa,TRUE,unknown,0,0,0,6
1105,TRUE,Empty,Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,sp|Q92522|H1X_HUMAN,,22 kDa,,unknown,0,0,0,5
1106,TRUE,Empty,Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,sp|O43684|BUB3_HUMAN (+1),,37 kDa,,unknown,0,0,5,0
1108,TRUE,Empty,BTB/POZ domain-containing protein KCTD2 OS=Homo sapiens OX=9606 GN=KCTD2 PE=1 SV=3,sp|Q14681|KCTD2_HUMAN,,29 kDa,TRUE,unknown,0,3,0,0
1109,TRUE,Empty,*REV*LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=1,r-tr|G5EA03|G5EA03_HUMAN,,164 kDa,,unknown,0,0,0,2
1111,TRUE,Empty,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1",sp|Q9HCC0|MCCB_HUMAN,,61 kDa,,unknown,0,0,0,5
1112,TRUE,Empty,Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,sp|Q9UHB9|SRP68_HUMAN,,71 kDa,,unknown,0,0,0,5
1113,TRUE,Empty,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,sp|P28838|AMPL_HUMAN,,56 kDa,,unknown,0,5,0,0
1115,TRUE,Empty,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,sp|P55010|IF5_HUMAN,,49 kDa,,unknown,0,4,0,0
1116,TRUE,Empty,H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3,sp|O60832|DKC1_HUMAN,,58 kDa,,unknown,0,0,0,6
1118,TRUE,Empty,*REV*,r-sp|TAU_HUMAN|,,79 kDa,TRUE,unknown,0,2,0,0
1120,TRUE,Empty,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3",sp|P05166|PCCB_HUMAN (+5),,58 kDa,,unknown,0,0,0,5
1121,TRUE,Empty,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,sp|P16949|STMN1_HUMAN,,17 kDa,,unknown,0,5,0,0
1122,TRUE,Empty,Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1,sp|P49902|5NTC_HUMAN (+1),,65 kDa,,unknown,0,6,0,0
1124,TRUE,Empty,Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2,sp|Q99848|EBP2_HUMAN (+1),,35 kDa,,unknown,0,0,0,6
1125,TRUE,Empty,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3",sp|Q9P2R7|SUCB1_HUMAN (+2),,50 kDa,,unknown,0,4,0,0
1127,TRUE,Empty,Putative Polycomb group protein ASXL2 OS=Homo sapiens OX=9606 GN=ASXL2 PE=1 SV=1,sp|Q76L83|ASXL2_HUMAN (+1),,154 kDa,,unknown,0,2,0,0
1133,TRUE,Empty,Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=1,tr|H7BYN4|H7BYN4_HUMAN,,109 kDa,,unknown,0,0,2,1
1138,TRUE,Empty,AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1,sp|O14617|AP3D1_HUMAN,,130 kDa,,unknown,0,2,0,1
1139,TRUE,Empty,"28S ribosomal protein S27, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=3",sp|Q92552|RT27_HUMAN,,48 kDa,,unknown,0,3,0,1
1141,TRUE,Empty,NF-kappa-B-repressing factor OS=Homo sapiens OX=9606 GN=NKRF PE=1 SV=2,sp|O15226|NKRF_HUMAN,,78 kDa,,unknown,0,0,2,3
1146,TRUE,Empty,Modulator of non-genomic activity of estrogen receptor OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2,tr|C9JFV4|C9JFV4_HUMAN,,125 kDa,,unknown,0,0,3,2
1147,TRUE,Empty,*REV*NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens OX=9606 GN=SIRT1 PE=1 SV=2,r-sp|Q96EB6|SIR1_HUMAN,,82 kDa,,unknown,0,2,0,1
1154,TRUE,Empty,Diadenosine tetraphosphate synthetase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=1,tr|A0A6Q8PGZ8|A0A6Q8PGZ8_HUMAN,,84 kDa,,unknown,0,4,0,1
1157,TRUE,Empty,Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1,sp|Q6UN15|FIP1_HUMAN,,67 kDa,,unknown,0,0,4,1
1159,TRUE,Empty,Skin-specific protein 32 OS=Homo sapiens OX=9606 GN=XP32 PE=1 SV=1,sp|Q5T750|XP32_HUMAN,,26 kDa,,unknown,0,2,0,1
1168,TRUE,Empty,Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2,sp|Q9BW19|KIFC1_HUMAN,,74 kDa,TRUE,unknown,0,0,1,4
1169,TRUE,Empty,Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3,sp|Q15022|SUZ12_HUMAN (+1),,83 kDa,,unknown,0,0,1,3
1174,TRUE,Empty,*REV*Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,r-sp|Q12830|BPTF_HUMAN,,338 kDa,,unknown,0,0,0,2
1179,TRUE,Empty,Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2,sp|Q14914|PTGR1_HUMAN,,36 kDa,,unknown,0,4,0,0
1181,TRUE,Empty,Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2,sp|Q9BQ75|CMS1_HUMAN,,32 kDa,TRUE,unknown,0,0,0,2
1186,TRUE,Empty,FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1,sp|Q8NFF5|FAD1_HUMAN,,65 kDa,,unknown,0,4,0,0
1188,TRUE,Empty,Collagen alpha-6(IV) chain OS=Homo sapiens OX=9606 GN=COL4A6 PE=1 SV=1,tr|A0A087WZY5|A0A087WZY5_HUMAN,,161 kDa,,unknown,0,0,0,3
1189,TRUE,Empty,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3,sp|Q9NYU2|UGGG1_HUMAN,,177 kDa,,unknown,0,3,0,0
1190,TRUE,Empty,Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=MACROH2A1 PE=1 SV=4,sp|O75367|H2AY_HUMAN,,40 kDa,,unknown,0,0,0,4
1192,TRUE,Empty,Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=1,tr|A0A590UJ96|A0A590UJ96_HUMAN,,119 kDa,,unknown,0,0,0,2
1193,TRUE,Empty,Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,sp|Q15645|PCH2_HUMAN,,49 kDa,,unknown,0,4,0,0
1196,TRUE,Empty,Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2,sp|P07996|TSP1_HUMAN,,129 kDa,,unknown,0,0,0,5
1197,TRUE,Empty,DNA mismatch repair protein Msh3 OS=Homo sapiens OX=9606 GN=MSH3 PE=1 SV=4,sp|P20585|MSH3_HUMAN (+1),,127 kDa,,unknown,0,0,0,3
1198,TRUE,Empty,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2,sp|P26358|DNMT1_HUMAN,,183 kDa,,unknown,0,0,2,0
1199,TRUE,Empty,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,sp|Q9H307|PININ_HUMAN,,82 kDa,,unknown,0,0,0,4
1200,TRUE,Empty,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3,sp|P46459|NSF_HUMAN (+1),,83 kDa,TRUE,unknown,0,3,0,0
1202,TRUE,Empty,Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5,sp|P02452|CO1A1_HUMAN,,139 kDa,,unknown,0,3,0,0
1203,TRUE,Empty,sp|KRA3_SHEEP|,sp|KRA3_SHEEP|,,14 kDa,TRUE,unknown,0,0,0,5
1205,TRUE,Empty,MOB kinase activator 2 OS=Homo sapiens OX=9606 GN=MOB2 PE=1 SV=1,sp|Q70IA6|MOB2_HUMAN (+1),,27 kDa,,unknown,0,4,0,0
1210,TRUE,Empty,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=1,tr|A0A3B3ITT5|A0A3B3ITT5_HUMAN,,19 kDa,,unknown,0,0,0,3
1211,TRUE,Empty,sp|KRA3A_SHEEP|,sp|KRA3A_SHEEP|,,14 kDa,TRUE,unknown,0,0,0,2
1213,TRUE,Empty,Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,sp|P49721|PSB2_HUMAN,,23 kDa,,unknown,0,4,0,0
1214,TRUE,Empty,Cadherin-15 OS=Homo sapiens OX=9606 GN=CDH15 PE=1 SV=1,sp|P55291|CAD15_HUMAN,,89 kDa,,unknown,0,0,0,5
1215,TRUE,Empty,Transcription initiation factor IIB OS=Homo sapiens OX=9606 GN=GTF2B PE=1 SV=1,sp|Q00403|TF2B_HUMAN,,35 kDa,,unknown,0,5,0,0
1219,TRUE,Empty,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1",sp|Q9Y399|RT02_HUMAN,,33 kDa,,unknown,0,0,0,3
1220,TRUE,Empty,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,sp|Q9Y3U8|RL36_HUMAN,,12 kDa,,unknown,0,0,0,5
1221,TRUE,Empty,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,sp|Q9Y490|TLN1_HUMAN,,270 kDa,,unknown,0,3,0,0
1224,TRUE,Empty,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,sp|O14929|HAT1_HUMAN,,50 kDa,,unknown,0,3,0,0
1225,TRUE,Empty,Protein ITPRID1 OS=Homo sapiens OX=9606 GN=ITPRID1 PE=2 SV=2,sp|Q6ZRS4|ITPI1_HUMAN (+1),,115 kDa,,unknown,0,2,0,0
1226,TRUE,Empty,Transmembrane protein 165 OS=Homo sapiens OX=9606 GN=TMEM165 PE=1 SV=1,sp|Q9HC07|TM165_HUMAN,,35 kDa,,unknown,0,0,0,2
1227,TRUE,Empty,G2/M phase-specific E3 ubiquitin-protein ligase OS=Homo sapiens OX=9606 GN=G2E3 PE=1 SV=1,sp|Q7L622|G2E3_HUMAN (+2),,81 kDa,,unknown,0,0,0,3
1236,TRUE,Empty,Structural maintenance of chromosomes protein 6 OS=Homo sapiens OX=9606 GN=SMC6 PE=1 SV=2,sp|Q96SB8|SMC6_HUMAN,,126 kDa,,unknown,0,0,3,1
1241,TRUE,Empty,Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,tr|F5H6E2|F5H6E2_HUMAN,,119 kDa,,unknown,0,1,0,3
